manufacturer,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
hyundi,I30,2019,23469,Manual,2938,Petrol,145,34.0,2.0
hyundi,Tucson,2019,24969,Manual,5500,Diesel,145,45.6,1.6
hyundi,I10,2014,5969,Manual,22000,Petrol,30,57.6,1.2
hyundi,Tucson,2015,15769,Manual,16212,Diesel,125,58.9,2.0
hyundi,I10,2019,10269,Manual,10,Petrol,145,60.1,1.0
hyundi,I10,2019,10169,Manual,642,Petrol,145,49.6,1.0
hyundi,Tucson,2017,13269,Manual,15625,Petrol,150,44.8,1.6
hyundi,I20,2019,12495,Manual,14,Petrol,145,46.3,1.2
hyundi,Ioniq,2019,22995,Automatic,9000,Hybrid,135,78.5,1.6
hyundi,I10,2020,11995,Manual,610,Petrol,145,56.5,1.0
hyundi,IX20,2016,8995,Manual,9442,Petrol,125,50.4,1.4
hyundi,Kona,2018,13495,Manual,9396,Petrol,145,44.1,1.0
hyundi,Tucson,2018,13995,Manual,25295,Petrol,145,44.8,1.6
hyundi,Ioniq,2019,20495,Automatic,4243,Hybrid,135,78.5,1.6
hyundi,Kona,2018,13995,Manual,8085,Petrol,145,44.1,1.0
hyundi,I20,2017,7350,Manual,32500,Petrol,145,58.9,1.2
hyundi,I10,2019,7995,Manual,4889,Petrol,145,60.1,1.0
hyundi,Kona,2019,14450,Manual,9893,Petrol,145,44.1,1.0
hyundi,Tucson,2019,15700,Manual,13161,Petrol,145,34.9,1.6
hyundi,I20,2018,10195,Manual,22000,Petrol,145,58.9,1.0
hyundi,I10,2020,11795,Manual,85,Petrol,145,56.5,1.0
hyundi,Tucson,2016,12495,Manual,21384,Petrol,160,44.8,1.6
hyundi,Ioniq,2019,20495,Semi-Auto,2125,Hybrid,135,62.8,1.6
hyundi,I30,2015,8350,Manual,15318,Petrol,145,47.1,1.4
hyundi,Ioniq,2018,16495,Semi-Auto,17712,Hybrid,135,78.5,1.6
hyundi,Ioniq,2018,14995,Semi-Auto,37445,Hybrid,135,78.5,1.6
hyundi,I10,2018,6895,Manual,30842,Petrol,145,60.1,1.0
hyundi,I40,2019,21990,Semi-Auto,1650,Diesel,145,54.3,1.6
hyundi,Kona,2019,24295,Semi-Auto,7200,Hybrid,135,52.3,1.6
hyundi,IX20,2017,10350,Automatic,22691,Petrol,160,43.5,1.6
hyundi,I10,2018,7995,Manual,7356,Petrol,145,60.1,1.0
hyundi,I10,2018,7895,Manual,15207,Petrol,145,60.1,1.0
hyundi,Ioniq,2019,21995,Automatic,4048,Hybrid,135,62.8,1.6
hyundi,I30,2017,10252,Manual,29664,Diesel,145,74.3,1.6
hyundi,I10,2017,8595,Semi-Auto,30435,Petrol,145,47.9,1.2
hyundi,I10,2018,6595,Manual,32641,Petrol,145,60.1,1.0
hyundi,I10,2018,6925,Manual,29042,Petrol,145,60.1,1.0
hyundi,Tucson,2019,22600,Semi-Auto,9300,Petrol,145,36.2,1.6
hyundi,I40,2019,21490,Semi-Auto,9000,Diesel,145,54.3,1.6
hyundi,I10,2017,6290,Manual,41832,Petrol,30,57.7,1.2
hyundi,I10,2017,6240,Manual,31050,Petrol,150,60.1,1.0
hyundi,I30,2017,9230,Manual,34590,Diesel,0,78.4,1.6
hyundi,Tucson,2017,13495,Manual,11028,Petrol,150,44.8,1.6
hyundi,I20,2017,8495,Manual,16416,Petrol,150,58.9,1.2
hyundi,Tucson,2019,18995,Semi-Auto,6934,Petrol,150,36.2,1.6
hyundi,Ioniq,2019,19995,Automatic,7074,Hybrid,135,78.5,1.6
hyundi,SantaFe,2019,32995,Semi-Auto,7119,Diesel,145,39.2,2.2
hyundi,IX20,2017,9795,Manual,12704,Petrol,145,50.4,1.4
hyundi,Ioniq,2020,26995,Automatic,1290,Hybrid,135,1.1,1.6
hyundi,Kona,2019,15495,Manual,1990,Petrol,145,44.1,1.0
hyundi,IX20,2018,12150,Automatic,10166,Petrol,145,34.5,1.6
hyundi,Tucson,2016,11990,Manual,35988,Diesel,30,61.7,1.7
hyundi,Tucson,2019,15790,Manual,5757,Petrol,145,34.9,1.6
hyundi,I30,2019,15995,Manual,2640,Petrol,145,44.8,1.0
hyundi,I30,2019,22995,Manual,3908,Petrol,145,34.0,2.0
hyundi,Tucson,2016,13890,Automatic,41498,Diesel,240,43.5,2.0
hyundi,I10,2017,6550,Manual,31589,Petrol,145,60.1,1.0
hyundi,I30,2018,12495,Manual,17271,Petrol,145,52.3,1.4
hyundi,I10,2018,7250,Manual,20169,Petrol,145,60.1,1.0
hyundi,I30,2019,15995,Manual,2202,Petrol,145,44.8,1.0
hyundi,I10,2014,5000,Manual,61825,Petrol,30,57.6,1.2
hyundi,IX35,2015,8495,Manual,59629,Diesel,150,53.3,1.7
hyundi,Tucson,2016,10780,Manual,62874,Diesel,30,61.7,1.7
hyundi,Tucson,2018,22969,Semi-Auto,10901,Diesel,145,40.4,2.0
hyundi,Tucson,2018,22969,Semi-Auto,9198,Petrol,145,35.8,1.6
hyundi,Tucson,2017,15469,Manual,14691,Diesel,145,54.3,2.0
hyundi,Ioniq,2017,16969,Automatic,13076,Hybrid,135,78.5,1.6
hyundi,Tucson,2019,22969,Manual,9493,Diesel,145,45.6,1.6
hyundi,I10,2014,5989,Manual,24986,Petrol,30,57.6,1.2
hyundi,I10,2017,5990,Manual,34565,Petrol,145,60.1,1.0
hyundi,I800,2018,15000,Manual,34168,Diesel,145,37.7,2.5
hyundi,I20,2019,12495,Manual,10,Petrol,145,46.3,1.2
hyundi,IX20,2017,8769,Manual,32663,Diesel,30,64.2,1.6
hyundi,Tucson,2016,12769,Manual,52417,Diesel,150,54.3,2.0
hyundi,Kona,2018,12769,Manual,15892,Petrol,145,52.3,1.0
hyundi,I10,2018,7569,Manual,16453,Petrol,145,57.7,1.2
hyundi,I30,2013,5989,Manual,40029,Petrol,145,47.1,1.4
hyundi,IX35,2014,7189,Manual,77877,Diesel,145,53.3,1.7
hyundi,I10,2016,6689,Manual,29200,Petrol,30,57.6,1.2
hyundi,I30,2015,7489,Manual,37890,Petrol,150,47.1,1.4
hyundi,I10,2015,5995,Manual,32806,Petrol,20,60.1,1.0
hyundi,Ioniq,2019,20995,Automatic,4271,Hybrid,135,78.5,1.6
hyundi,Tucson,2019,16995,Manual,1247,Petrol,145,35.3,1.6
hyundi,Tucson,2019,23995,Manual,1887,Hybrid,145,47.9,1.6
hyundi,Kona,2019,15495,Manual,10,Petrol,145,44.1,1.0
hyundi,I10,2019,9495,Manual,10,Petrol,145,49.6,1.0
hyundi,I10,2019,9495,Manual,1586,Petrol,145,49.6,1.0
hyundi,I20,2017,8880,Automatic,37101,Petrol,145,45.6,1.4
hyundi,Kona,2019,14195,Manual,6280,Petrol,145,44.1,1.0
hyundi,I10,2014,5289,Manual,38073,Petrol,20,60.1,1.0
hyundi,I10,2014,5389,Manual,38427,Petrol,30,57.6,1.2
hyundi,I10,2017,7289,Manual,16512,Petrol,145,57.7,1.2
hyundi,I10,2014,5489,Manual,31500,Petrol,30,57.6,1.2
hyundi,IX35,2014,9289,Manual,21187,Petrol,200,41.5,1.6
hyundi,I30,2016,8789,Semi-Auto,37023,Diesel,20,72.4,1.6
hyundi,IX35,2014,7840,Manual,50664,Diesel,145,53.3,1.7
hyundi,I10,2016,6030,Manual,21112,Petrol,20,61.4,1.0
hyundi,IX20,2017,10080,Automatic,22658,Petrol,145,43.5,1.6
hyundi,I10,2017,10795,Semi-Auto,13799,Petrol,150,47.9,1.2
hyundi,I20,2017,8995,Manual,5937,Petrol,145,62.8,1.0
hyundi,Ioniq,2018,14995,Automatic,37445,Hybrid,135,78.5,1.6
hyundi,Tucson,2016,12150,Manual,35600,Diesel,30,61.7,1.7
hyundi,SantaFe,2017,19995,Manual,19222,Diesel,145,47.1,2.2
hyundi,Tucson,2016,13495,Manual,31352,Petrol,160,44.8,1.6
hyundi,Tucson,2017,13695,Manual,9476,Petrol,145,44.8,1.6
hyundi,I30,2016,10595,Manual,31334,Petrol,235,38.7,1.6
hyundi,I10,2016,5989,Manual,33403,Petrol,20,60.1,1.0
hyundi,I10,2018,7495,Manual,20479,Petrol,145,60.1,1.0
hyundi,I10,2018,7795,Manual,11642,Petrol,145,60.1,1.0
hyundi,I10,2018,7995,Manual,6012,Petrol,145,60.1,1.0
hyundi,Tucson,2016,17100,Manual,14956,Diesel,145,54.3,2.0
hyundi,Tucson,2019,16995,Manual,10,Petrol,145,35.3,1.6
hyundi,SantaFe,2018,31394,Automatic,12743,Diesel,145,39.2,2.2
hyundi,Tucson,2015,15495,Manual,42861,Diesel,200,47.9,2.0
hyundi,Kona,2018,13271,Manual,7138,Petrol,145,52.3,1.0
hyundi,I800,2018,16995,Automatic,31360,Diesel,145,28.0,2.5
hyundi,Kona,2018,12495,Manual,23387,Petrol,145,52.3,1.0
hyundi,Tucson,2019,22000,Manual,1694,Petrol,145,34.9,1.6
hyundi,Kona,2018,14995,Manual,15028,Petrol,145,52.3,1.0
hyundi,I10,2017,6795,Manual,20863,Petrol,145,60.1,1.0
hyundi,Kona,2019,13695,Manual,4861,Petrol,145,44.1,1.0
hyundi,SantaFe,2019,33695,Semi-Auto,1785,Diesel,145,39.2,2.2
hyundi,Ioniq,2018,15995,Automatic,13415,Hybrid,135,78.5,1.6
hyundi,I30,2016,7995,Manual,47014,Diesel,0,78.4,1.6
hyundi,Kona,2019,16495,Manual,16331,Petrol,145,44.1,1.0
hyundi,Tucson,2016,12500,Manual,30082,Diesel,30,61.7,1.7
hyundi,I10,2017,6995,Manual,27604,Petrol,150,60.1,1.0
hyundi,I10,2017,7495,Manual,47856,Petrol,150,60.1,1.0
hyundi,SantaFe,2020,36795,Semi-Auto,2500,Diesel,145,39.2,2.2
hyundi,SantaFe,2019,29995,Semi-Auto,2715,Diesel,145,42.8,2.2
hyundi,Ioniq,2019,17442,Automatic,5032,Hybrid,135,78.5,1.6
hyundi,Kona,2018,14587,Manual,15521,Petrol,145,52.3,1.0
hyundi,Tucson,2019,18843,Manual,3000,Petrol,145,34.9,1.6
hyundi,SantaFe,2019,31441,Automatic,4000,Diesel,145,42.8,2.2
hyundi,I20,2017,9295,Manual,13582,Petrol,145,62.8,1.0
hyundi,I10,2017,6999,Manual,24705,Petrol,145,60.1,1.0
hyundi,Tucson,2016,18999,Automatic,20199,Diesel,200,47.1,2.0
hyundi,I20,2017,8999,Manual,25165,Petrol,145,65.7,1.0
hyundi,Tucson,2018,17495,Semi-Auto,22983,Petrol,145,39.8,1.6
hyundi,Tucson,2017,13495,Manual,25751,Petrol,145,44.8,1.6
hyundi,IX20,2016,7795,Manual,55979,Petrol,125,50.4,1.4
hyundi,Kona,2019,24295,Automatic,1000,Hybrid,135,52.3,1.6
hyundi,I10,2020,13495,Manual,1000,Petrol,145,51.4,1.2
hyundi,I10,2019,10995,Manual,1000,Petrol,145,60.1,1.0
hyundi,I10,2016,6945,Manual,27828,Petrol,30,57.6,1.2
hyundi,I10,2018,7995,Manual,16344,Petrol,145,57.7,1.2
hyundi,I10,2016,6595,Manual,19570,Petrol,20,60.1,1.0
hyundi,IX20,2018,10987,Manual,6071,Petrol,145,37.2,1.6
hyundi,Tucson,2019,16584,Manual,10200,Petrol,145,34.9,1.6
hyundi,Tucson,2019,16611,Manual,10502,Petrol,145,34.9,1.6
hyundi,Kona,2018,14954,Manual,10920,Petrol,145,44.1,1.0
hyundi,Kona,2018,14964,Manual,13733,Petrol,145,44.1,1.0
hyundi,Tucson,2019,16111,Manual,9935,Petrol,145,34.9,1.6
hyundi,I30,2018,10995,Manual,9664,Petrol,145,56.5,1.0
hyundi,Tucson,2017,13695,Manual,32223,Diesel,30,61.7,1.7
hyundi,I30,2017,11495,Manual,13359,Petrol,145,52.3,1.4
hyundi,IX20,2018,10195,Manual,11038,Petrol,145,50.4,1.4
hyundi,Tucson,2017,16395,Semi-Auto,30865,Diesel,150,57.7,1.7
hyundi,I20,2018,9995,Manual,20165,Petrol,145,46.3,1.2
hyundi,Tucson,2019,18995,Manual,9676,Diesel,145,48.7,1.6
hyundi,SantaFe,2017,20999,Semi-Auto,16686,Diesel,235,42.8,2.2
hyundi,I10,2018,8495,Manual,9002,Petrol,145,60.1,1.0
hyundi,Tucson,2019,26995,Semi-Auto,5000,Hybrid,145,50.4,1.6
hyundi,I40,2016,12495,Semi-Auto,31339,Diesel,125,56.5,1.7
hyundi,I10,2018,8349,Manual,10918,Petrol,150,60.1,1.0
hyundi,I10,2016,6999,Manual,17641,Petrol,20,60.1,1.0
hyundi,I20,2013,4995,Manual,30460,Petrol,30,57.6,1.2
hyundi,I20,2013,4995,Manual,28448,Petrol,30,57.6,1.2
hyundi,I20,2015,7290,Manual,24586,Petrol,30,55.4,1.2
hyundi,IX35,2014,7890,Manual,52000,Diesel,145,53.3,1.7
hyundi,I30,2015,8979,Automatic,28828,Petrol,205,41.5,1.6
hyundi,Tucson,2018,15979,Manual,10454,Petrol,145,34.9,1.6
hyundi,I10,2018,8679,Manual,18000,Petrol,145,57.7,1.2
hyundi,Tucson,2017,12450,Manual,17783,Petrol,160,44.8,1.6
hyundi,Tucson,2019,16500,Manual,1738,Petrol,145,35.3,1.6
hyundi,Tucson,2017,15750,Semi-Auto,10456,Diesel,145,57.6,1.7
hyundi,Tucson,2019,16211,Manual,13270,Petrol,145,34.9,1.6
hyundi,I30,2019,23495,Manual,2851,Petrol,145,34.0,2.0
hyundi,I10,2016,5595,Manual,32186,Petrol,20,60.1,1.0
hyundi,IX35,2015,9495,Automatic,52747,Diesel,265,41.5,2.0
hyundi,Tucson,2017,14495,Manual,26245,Diesel,150,61.7,1.7
hyundi,I10,2016,5875,Manual,41519,Petrol,30,57.6,1.2
hyundi,I10,2017,7261,Manual,13820,Petrol,145,60.1,1.0
hyundi,I30,2016,8500,Manual,20153,Diesel,0,78.4,1.6
hyundi,I10,2020,13495,Manual,3000,Petrol,150,56.5,1.0
hyundi,IX20,2014,7489,Manual,19898,Petrol,125,50.4,1.4
hyundi,Tucson,2019,18995,Manual,9676,Diesel,150,48.7,1.6
hyundi,I10,2018,8695,Manual,7963,Petrol,150,57.7,1.2
hyundi,IX35,2014,8595,Manual,43440,Diesel,145,53.3,1.7
hyundi,SantaFe,2015,15975,Semi-Auto,29823,Diesel,260,41.5,2.2
hyundi,SantaFe,2015,15990,Manual,21998,Diesel,200,46.3,2.2
hyundi,I20,2018,8500,Manual,28998,Petrol,145,55.4,1.2
hyundi,I10,2016,6000,Manual,48381,Petrol,30,57.6,1.2
hyundi,I10,2017,7500,Manual,12268,Petrol,30,57.7,1.2
hyundi,I10,2018,8000,Manual,4705,Petrol,145,57.7,1.2
hyundi,I30,2019,24000,Manual,555,Petrol,145,34.0,2.0
hyundi,Tucson,2018,13500,Manual,8447,Diesel,145,61.7,1.7
hyundi,I30,2018,12500,Manual,9558,Petrol,145,52.3,1.4
hyundi,SantaFe,2016,17750,Semi-Auto,34999,Diesel,235,42.8,2.2
hyundi,I30,2018,11200,Manual,14385,Petrol,145,56.5,1.0
hyundi,I10,2016,7995,Manual,15000,Petrol,30,57.6,1.2
hyundi,I10,2019,10995,Manual,3000,Petrol,150,57.6,1.2
hyundi,I10,2018,8500,Manual,5130,Petrol,145,57.6,1.2
hyundi,IX35,2014,11000,Manual,31000,Diesel,160,51.4,2.0
hyundi,Ioniq,2017,17000,Automatic,11469,Hybrid,135,78.5,1.6
hyundi,I10,2017,7000,Manual,11791,Petrol,145,60.1,1.0
hyundi,Tucson,2019,22495,Automatic,548,Diesel,145,47.1,1.6
hyundi,I20,2017,7899,Manual,31225,Petrol,145,58.9,1.2
hyundi,I20,2019,12495,Manual,5000,Petrol,145,46.3,1.2
hyundi,SantaFe,2019,34864,Automatic,4000,Diesel,145,39.2,2.2
hyundi,I30,2019,25687,Manual,1500,Petrol,145,34.0,2.0
hyundi,I20,2019,13654,Manual,1600,Petrol,145,47.9,1.0
hyundi,I10,2017,7695,Manual,18078,Petrol,30,57.7,1.2
hyundi,Kona,2018,18999,Semi-Auto,18080,Petrol,150,42.2,1.6
hyundi,I20,2016,6999,Manual,43241,Petrol,30,58.9,1.2
hyundi,I10,2015,7999,Semi-Auto,20761,Petrol,165,45.6,1.2
hyundi,I10,2017,6999,Manual,29051,Petrol,150,60.1,1.0
hyundi,Ioniq,2017,16999,Automatic,23289,Hybrid,0,78.5,1.6
hyundi,SantaFe,2017,18495,Semi-Auto,50595,Diesel,235,42.8,2.2
hyundi,Ioniq,2017,15995,Automatic,25068,Hybrid,135,78.5,1.6
hyundi,Tucson,2016,12999,Manual,17604,Petrol,160,44.8,1.6
hyundi,Tucson,2018,14250,Manual,15844,Petrol,145,44.8,1.6
hyundi,Tucson,2019,18495,Manual,9109,Petrol,145,35.3,1.6
hyundi,Tucson,2019,18495,Automatic,13555,Petrol,145,36.2,1.6
hyundi,Ioniq,2016,16495,Automatic,24695,Hybrid,0,78.5,1.6
hyundi,I800,2019,19995,Manual,11872,Diesel,145,31.7,2.5
hyundi,I20,2014,5999,Manual,47278,Diesel,20,68.9,1.4
hyundi,I30,2016,10495,Semi-Auto,23880,Diesel,20,72.4,1.6
hyundi,I20,2017,8795,Manual,10670,Petrol,145,58.9,1.2
hyundi,I10,2014,5169,Manual,37543,Petrol,30,57.6,1.2
hyundi,IX20,2016,7769,Manual,21304,Diesel,30,64.2,1.6
hyundi,I10,2019,9495,Manual,3500,Petrol,145,49.6,1.0
hyundi,I10,2019,9250,Manual,3500,Petrol,145,49.6,1.0
hyundi,I30,2019,16495,Manual,5321,Petrol,145,44.8,1.0
hyundi,I10,2019,9495,Manual,4000,Petrol,145,49.6,1.0
hyundi,SantaFe,2017,19750,Semi-Auto,21891,Diesel,240,42.8,2.2
hyundi,Tucson,2019,23495,Semi-Auto,3050,Petrol,150,35.8,1.6
hyundi,I10,2018,8995,Manual,4916,Petrol,150,60.1,1.0
hyundi,Kona,2018,12999,Manual,24364,Petrol,150,52.3,1.0
hyundi,I10,2017,6795,Manual,32539,Petrol,20,60.1,1.0
hyundi,I20,2017,9995,Manual,17452,Petrol,145,58.9,1.0
hyundi,I20,2017,11250,Automatic,14675,Petrol,160,44.1,1.4
hyundi,I10,2017,7495,Manual,10386,Petrol,20,60.1,1.0
hyundi,Tucson,2019,17495,Manual,5000,Petrol,145,34.9,1.6
hyundi,Ioniq,2017,15594,Automatic,31171,Hybrid,0,78.5,1.6
hyundi,Tucson,2017,21354,Semi-Auto,35043,Diesel,125,57.6,1.7
hyundi,I30,2017,10495,Manual,18994,Petrol,150,56.5,1.0
hyundi,I20,2017,9495,Automatic,21280,Petrol,165,45.6,1.4
hyundi,I30,2018,14394,Manual,7217,Petrol,150,57.7,1.0
hyundi,Tucson,2016,11795,Manual,37878,Diesel,30,61.7,1.7
hyundi,I10,2016,5495,Manual,43845,Petrol,20,60.1,1.0
hyundi,Kona,2018,11995,Manual,27353,Petrol,145,52.3,1.0
hyundi,I10,2017,7695,Manual,7913,Petrol,20,60.1,1.0
hyundi,Kona,2019,15795,Manual,2006,Petrol,145,44.1,1.0
hyundi,Tucson,2017,18495,Manual,20829,Diesel,125,54.3,2.0
hyundi,Ioniq,2020,21495,Semi-Auto,3000,Hybrid,135,62.8,1.6
hyundi,I20,2019,12795,Manual,5000,Petrol,145,46.3,1.2
hyundi,I20,2019,11495,Manual,4000,Petrol,145,46.3,1.2
hyundi,Tucson,2018,14995,Manual,44779,Diesel,145,61.4,1.7
hyundi,I10,2017,7495,Manual,17333,Petrol,20,60.1,1.0
hyundi,IX20,2015,7295,Manual,42858,Petrol,125,50.4,1.4
hyundi,I20,2019,13495,Automatic,7569,Petrol,145,49.6,1.0
hyundi,Tucson,2018,25194,Manual,10,Diesel,145,61.4,1.7
hyundi,I10,2018,8250,Manual,9120,Petrol,145,60.1,1.0
hyundi,Ioniq,2017,17800,Automatic,21553,Hybrid,135,78.5,1.6
hyundi,Tucson,2019,24999,Manual,4500,Hybrid,145,48.7,1.6
hyundi,I30,2019,17999,Manual,4652,Diesel,145,58.9,1.6
hyundi,Tucson,2019,21995,Manual,5000,Petrol,145,34.9,1.6
hyundi,I10,2019,8995,Manual,5000,Petrol,145,60.1,1.0
hyundi,I10,2019,8995,Manual,5000,Petrol,145,60.1,1.0
hyundi,Kona,2019,16999,Manual,50,Petrol,145,44.1,1.0
hyundi,Kona,2019,14495,Manual,4000,Petrol,145,44.1,1.0
hyundi,I30,2019,24995,Manual,5589,Petrol,145,34.0,2.0
hyundi,SantaFe,2019,34495,Semi-Auto,4890,Diesel,145,39.2,2.2
hyundi,Tucson,2018,15500,Manual,2820,Petrol,145,35.3,1.6
hyundi,Tucson,2018,20750,Semi-Auto,8443,Petrol,145,36.2,1.6
hyundi,Tucson,2018,14995,Manual,8867,Petrol,145,44.8,1.6
hyundi,Ioniq,2018,18995,Automatic,10434,Hybrid,135,78.5,1.6
hyundi,Ioniq,2017,17795,Automatic,8763,Hybrid,135,78.5,1.6
hyundi,Tucson,2017,16794,Manual,26421,Diesel,150,61.7,1.7
hyundi,I30,2018,12954,Manual,15448,Petrol,150,57.7,1.0
hyundi,I10,2018,9795,Semi-Auto,4192,Petrol,150,47.9,1.2
hyundi,IX20,2016,7995,Manual,32001,Petrol,125,50.4,1.4
hyundi,I10,2017,6495,Manual,12987,Petrol,150,60.1,1.0
hyundi,I10,2018,7896,Manual,16673,Petrol,145,60.1,1.0
hyundi,Kona,2018,13995,Manual,16410,Petrol,145,52.3,1.0
hyundi,Tucson,2015,16996,Manual,28287,Diesel,145,54.3,2.0
hyundi,Ioniq,2019,19936,Automatic,8000,Hybrid,135,78.5,1.6
hyundi,Tucson,2019,22995,Manual,50,Petrol,145,34.9,1.6
hyundi,I10,2015,8496,Semi-Auto,16229,Petrol,145,47.9,1.2
hyundi,Tucson,2017,12996,Semi-Auto,36168,Diesel,125,57.6,1.7
hyundi,Kona,2019,22995,Automatic,7635,Hybrid,135,52.3,1.6
hyundi,I30,2016,9460,Manual,22873,Petrol,145,48.7,1.4
hyundi,Tucson,2017,14950,Automatic,14092,Diesel,145,57.6,1.7
hyundi,I20,2015,7650,Manual,44226,Petrol,30,55.4,1.2
hyundi,I10,2018,7495,Manual,26799,Petrol,145,60.1,1.0
hyundi,Tucson,2019,21995,Manual,8000,Petrol,145,34.9,1.6
hyundi,I20,2019,12466,Manual,4500,Petrol,145,46.3,1.2
hyundi,I20,2018,8296,Manual,31852,Petrol,145,58.9,1.2
hyundi,I20,2020,13966,Manual,3500,Petrol,145,47.9,1.0
hyundi,Tucson,2019,22750,Manual,5,Petrol,145,34.9,1.6
hyundi,Tucson,2016,15495,Semi-Auto,53603,Diesel,125,57.6,1.7
hyundi,Tucson,2016,16250,Automatic,41455,Diesel,240,43.5,2.0
hyundi,Tucson,2017,13000,Manual,38506,Diesel,30,61.7,1.7
hyundi,I10,2019,8995,Manual,8104,Petrol,145,60.1,1.0
hyundi,I10,2020,12495,Manual,4000,Petrol,145,51.4,1.2
hyundi,I10,2020,11495,Manual,4000,Petrol,145,56.5,1.0
hyundi,I30,2020,15795,Manual,4000,Petrol,145,45.6,1.0
hyundi,SantaFe,2017,18000,Manual,28507,Diesel,150,47.1,2.2
hyundi,I10,2017,7250,Manual,7856,Petrol,150,60.1,1.0
hyundi,Tucson,2017,14500,Manual,30870,Diesel,150,61.7,1.7
hyundi,Tucson,2017,14250,Manual,33880,Diesel,150,61.7,1.7
hyundi,Tucson,2017,14000,Manual,15877,Diesel,150,61.7,1.7
hyundi,I10,2020,13366,Manual,3600,Petrol,150,53.3,1.0
hyundi,I20,2016,8796,Manual,25344,Petrol,20,58.9,1.0
hyundi,Tucson,2020,22495,Manual,2000,Diesel,145,48.7,1.6
hyundi,I10,2017,6495,Manual,33501,Petrol,150,60.1,1.0
hyundi,Tucson,2018,16995,Manual,18157,Diesel,145,48.7,1.6
hyundi,Tucson,2017,11995,Manual,20274,Diesel,30,61.7,1.7
hyundi,Ioniq,2017,14495,Automatic,20992,Hybrid,135,78.5,1.6
hyundi,I10,2017,7700,Manual,29299,Petrol,145,57.7,1.2
hyundi,I20,2019,10995,Manual,16530,Petrol,145,46.3,1.2
hyundi,I20,2018,9689,Manual,6824,Petrol,145,58.9,1.2
hyundi,Tucson,2017,13495,Manual,31903,Petrol,160,44.8,1.6
hyundi,I10,2018,7495,Manual,15207,Petrol,145,60.1,1.0
hyundi,I20,2018,8500,Manual,29516,Petrol,145,55.4,1.2
hyundi,I10,2017,7495,Manual,27894,Petrol,145,60.1,1.0
hyundi,Tucson,2017,17780,Semi-Auto,28393,Diesel,145,57.7,1.7
hyundi,Kona,2019,15795,Manual,5000,Petrol,145,44.1,1.0
hyundi,Kona,2019,15995,Manual,5000,Petrol,145,44.1,1.0
hyundi,I10,2016,5995,Manual,45748,Petrol,20,61.4,1.0
hyundi,I10,2017,7500,Manual,14570,Petrol,30,57.7,1.2
hyundi,I10,2017,7500,Manual,13385,Petrol,30,57.7,1.2
hyundi,Tucson,2019,18579,Manual,400,Petrol,145,35.3,1.6
hyundi,I30,2019,15750,Manual,2342,Petrol,145,41.5,1.4
hyundi,I30,2019,17750,Automatic,2772,Petrol,145,44.1,1.4
hyundi,I30,2019,17750,Automatic,2717,Petrol,145,44.1,1.4
hyundi,I30,2017,10800,Manual,8092,Petrol,145,56.5,1.0
hyundi,Tucson,2018,12950,Manual,11014,Petrol,145,44.8,1.6
hyundi,I10,2018,9500,Manual,14322,Petrol,145,60.1,1.0
hyundi,IX35,2015,10000,Automatic,51500,Diesel,260,41.5,2.0
hyundi,Kona,2018,13995,Manual,14100,Petrol,145,52.3,1.0
hyundi,Tucson,2019,22000,Semi-Auto,10000,Diesel,145,47.1,1.6
hyundi,SantaFe,2019,32500,Automatic,11,Diesel,145,39.8,2.2
hyundi,I10,2020,13995,Manual,340,Petrol,145,56.5,1.0
hyundi,Tucson,2020,22995,Manual,1334,Petrol,145,34.9,1.6
hyundi,SantaFe,2020,34995,Automatic,2500,Diesel,145,39.2,2.2
hyundi,Kona,2019,18995,Manual,7540,Petrol,145,44.1,1.0
hyundi,Kona,2019,15995,Manual,9000,Petrol,145,44.1,1.0
hyundi,IX20,2018,12495,Manual,10720,Petrol,145,50.4,1.4
hyundi,Kona,2018,12000,Manual,10000,Petrol,145,54.3,1.0
hyundi,I30,2019,21800,Manual,13045,Petrol,145,34.0,2.0
hyundi,I10,2017,7250,Manual,19101,Petrol,30,57.7,1.2
hyundi,Tucson,2017,14500,Manual,14416,Diesel,30,61.7,1.7
hyundi,Tucson,2017,13500,Manual,36147,Diesel,30,61.7,1.7
hyundi,I10,2018,7291,Manual,14062,Petrol,145,60.1,1.0
hyundi,Tucson,2016,16000,Manual,20600,Petrol,260,37.2,1.6
hyundi,Tucson,2017,16590,Semi-Auto,13037,Diesel,145,57.7,1.7
hyundi,I10,2017,7495,Manual,13500,Petrol,145,60.1,1.0
hyundi,I20,2014,5995,Manual,48879,Petrol,30,57.6,1.2
hyundi,I10,2018,7995,Manual,25000,Petrol,145,57.7,1.2
hyundi,I40,2019,16000,Manual,10,Diesel,145,54.3,1.6
hyundi,I40,2019,16000,Manual,20,Diesel,145,52.3,1.6
hyundi,I40,2016,10995,Semi-Auto,45518,Diesel,125,56.5,1.7
hyundi,I30,2017,10995,Manual,38002,Diesel,20,72.4,1.6
hyundi,Tucson,2016,12995,Manual,31724,Diesel,30,61.7,1.7
hyundi,IX20,2018,12995,Manual,3250,Petrol,145,37.2,1.6
hyundi,I10,2015,6495,Manual,18394,Petrol,30,57.6,1.2
hyundi,I30,2019,16995,Manual,8000,Petrol,145,41.5,1.4
hyundi,I40,2019,16000,Manual,20,Diesel,145,52.3,1.6
hyundi,I40,2019,16000,Manual,10,Diesel,145,52.3,1.6
